ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Price Prediction
399,1.01,Good,D,SI1,VG,VG,GIA," $5,541 ",
400,1.12,Ideal,G,VS1,EX,EX,GIA," $8,202 ",
401,2.07,Very Good,D,VVS2,G,VG,GIA," $46,229 ",
402,1.01,Fair,F,VS2,EX,G,GIA," $5,747 ",
403,2.57,Ideal,G,VS1,VG,EX,GIA," $40,652 ",
404,1.23,Very Good,G,VVS2,EX,VG,GIA," $9,803 ",
405,2.01,Good,I,SI1,EX,G,GIA," $15,743 ",
406,2.01,Good,G,IF,EX,VG,GIA," $27,624 ",
407,2.05,Good,H,VS1,VG,VG,GIA," $19,436 ",
408,1.55,Ideal,G,VS1,EX,EX,GIA," $15,070 ",
409,2.55,Ideal,I,VS1,EX,EX,GIA," $25,387 ",
410,1.01,Ideal,E,VS1,EX,VG,GIA," $7,458 ",
411,0.76,Very Good,H,SI1,EX,EX,GIA," $2,593 ",
412,1.01,Good,H,SI1,G,G,GIA," $5,197 ",
413,0.9,Ideal,I,VS1,VG,EX,GIA," $3,724 ",
414,1.01,Very Good,G,SI1,EX,EX,GIA," $5,231 ",
415,2.02,Ideal,E,VS2,VG,VG,GIA," $29,641 ",
416,2.15,Good,F,SI1,EX,VG,GIA," $23,911 ",
417,2.01,Good,E,VS2,VG,VG,GIA," $25,793 ",
418,1.8,Very Good,E,SI1,EX,G,GIA," $17,273 ",
419,1.53,Ideal,D,VS2,EX,EX,GIA," $17,223 ",
420,1.02,Very Good,H,SI1,VG,EX,GIA," $4,802 ",
421,1.52,Very Good,G,VS2,G,VG,GIA," $12,596 ",
422,1.25,Ideal,E,VS2,VG,EX,GIA," $9,365 ",
423,0.9,Very Good,D,VS2,VG,EX,GIA," $4,981 ",
424,2.01,Ideal,I,SI1,VG,VG,GIA," $15,333 ",
425,1.06,Ideal,D,SI1,VG,VG,GIA," $6,062 ",
426,0.76,Ideal,D,VS1,VG,EX,GIA," $4,229 ",
427,1.01,Good,F,VS2,G,G,GIA," $6,081 ",
428,2.47,Very Good,G,VVS2,VG,EX,GIA," $36,993 ",
429,1.15,Ideal,E,VVS1,EX,EX,GIA," $12,447 ",
430,2.11,Ideal,G,SI1,EX,EX,GIA," $21,262 ",
431,1.51,Ideal,I,SI1,EX,EX,GIA," $8,504 ",
432,1.08,Signature-Ideal,H,VS1,ID,ID,AGSL," $7,397 ",
433,0.9,Ideal,G,VVS1,EX,VG,GIA," $6,237 ",
434,2.02,Very Good,F,SI1,VG,VG,GIA," $20,548 ",
435,0.9,Ideal,G,VS1,EX,EX,GIA," $4,931 ",
436,1.55,Fair,G,VS2,G,G,GIA," $10,981 ",
437,1.01,Very Good,G,VS1,EX,VG,GIA," $6,561 ",
438,2.39,Very Good,G,VVS2,VG,G,GIA," $34,415 ",
439,1.5,Good,E,VS2,EX,VG,GIA," $13,061 ",
440,0.75,Signature-Ideal,H,SI1,ID,ID,AGSL," $3,011 ",
441,2.27,Ideal,E,VVS2,EX,EX,GIA," $47,741 ",
442,1.51,Very Good,E,SI1,EX,EX,AGSL," $12,064 ",
443,2.17,Ideal,H,VVS2,EX,EX,GIA," $25,707 ",
444,1.71,Very Good,I,SI1,VG,VG,GIA," $10,410 ",
445,1.01,Very Good,H,VS1,VG,VG,GIA," $5,680 ",
446,1.01,Good,F,SI1,G,VG,GIA," $5,008 ",
447,1.51,Ideal,H,VS2,EX,EX,GIA," $11,696 ",
448,1.64,Ideal,I,VS2,VG,VG,GIA," $10,628 ",
449,1.62,Signature-Ideal,F,VS1,ID,ID,AGSL," $19,661 ",
450,0.88,Ideal,H,VVS1,VG,VG,GIA," $4,334 ",
451,0.8,Very Good,E,VS1,EX,VG,GIA," $3,831 ",
452,1.08,Ideal,D,SI1,VG,VG,GIA," $6,078 ",
453,1.01,Very Good,E,VS2,EX,G,GIA," $6,491 ",
454,2.01,Ideal,G,VS1,ID,ID,AGSL," $26,026 ",
455,0.75,Very Good,E,VS2,EX,EX,GIA," $3,365 ",
456,0.91,Fair,F,SI1,VG,VG,GIA," $4,036 ",
457,1.0,Very Good,D,SI1,EX,VG,GIA," $5,491 ",
458,1.01,Good,G,VVS2,VG,VG,GIA," $7,566 ",
459,1.28,Ideal,G,VS1,G,EX,GIA," $9,372 ",
460,2.03,Very Good,F,VS1,VG,VG,GIA," $30,894 ",
461,1.2,Very Good,F,VS1,VG,VG,GIA," $8,983 ",
462,2.25,Very Good,G,VS1,VG,VG,GIA," $33,248 ",
463,1.05,Ideal,H,SI1,EX,VG,GIA," $4,925 ",
464,0.9,Ideal,G,VS2,EX,EX,GIA," $4,748 ",
465,1.25,Ideal,F,VS2,EX,EX,GIA," $9,503 ",
466,0.96,Ideal,G,VS1,EX,EX,GIA," $6,807 ",
467,1.25,Ideal,I,VS2,VG,VG,GIA," $6,562 ",
468,1.05,Ideal,G,SI1,EX,VG,GIA," $5,361 ",
469,1.0,Very Good,F,SI1,VG,VG,GIA," $4,961 ",
470,1.0,Good,F,VS2,VG,G,GIA," $6,284 ",
471,0.83,Very Good,E,SI1,EX,EX,GIA," $3,002 ",
472,2.04,Very Good,I,SI1,VG,G,GIA," $15,412 ",
473,0.75,Ideal,H,SI1,VG,VG,GIA," $2,523 ",
474,1.53,Signature-Ideal,D,VS1,ID,ID,AGSL," $21,331 ",
475,1.5,Very Good,F,SI1,ID,ID,AGSL," $11,096 ",
476,2.04,Very Good,D,VS2,EX,VG,GIA," $28,578 ",
477,1.1,Very Good,I,SI1,G,G,GIA," $4,583 ",
478,0.92,Good,I,SI1,VG,VG,GIA," $3,122 ",
479,0.9,Very Good,D,VVS2,VG,EX,GIA," $6,924 ",
480,1.2,Signature-Ideal,E,VVS1,EX,EX,GIA," $16,256 ",
481,0.81,Ideal,E,VVS1,EX,EX,GIA," $5,752 ",
482,1.09,Ideal,F,IF,G,G,GIA," $11,888 ",
483,1.0,Very Good,I,SI1,VG,VG,GIA," $4,095 ",
484,1.5,Good,G,SI1,EX,VG,GIA," $10,271 ",
485,1.04,Signature-Ideal,G,VS1,ID,ID,AGSL," $7,951 ",
486,1.04,Ideal,G,VS2,VG,EX,GIA," $6,955 ",
487,1.01,Very Good,G,VS2,G,VG,GIA," $5,696 ",
488,2.13,Ideal,I,VS1,EX,VG,GIA," $19,058 ",
489,1.11,Ideal,D,VS1,VG,EX,GIA," $9,315 ",
490,2.07,Ideal,H,VS2,ID,ID,AGSL," $20,842 ",
491,1.03,Ideal,G,VS2,EX,EX,GIA," $7,726 ",
492,1.3,Ideal,H,VS2,EX,EX,GIA," $8,196 ",
493,1.13,Ideal,G,SI1,EX,EX,GIA," $6,133 ",
494,0.76,Ideal,E,VS2,VG,EX,GIA," $3,864 ",
495,1.01,Very Good,D,SI1,EX,EX,GIA," $5,622 ",
496,0.83,Very Good,E,SI1,G,G,AGSL," $3,295 ",
497,1.04,Ideal,I,SI1,VG,VG,GIA," $4,484 ",
498,1.75,Ideal,G,VS1,VG,VG,GIA," $18,851 ",
499,1.01,Good,E,VS2,EX,VG,GIA," $6,132 ",
500,0.79,Ideal,I,SI1,EX,VG,GIA," $2,442 ",
501,0.86,Ideal,I,VS1,EX,EX,GIA," $3,122 ",
502,2.56,Ideal,H,SI1,EX,EX,GIA," $24,975 ",
503,2.0,Ideal,G,VS1,G,G,GIA," $26,049 ",
504,0.77,Fair,F,VS1,G,G,AGSL," $3,031 ",
505,0.9,Very Good,E,SI1,EX,VG,GIA," $4,239 ",
506,1.02,Very Good,D,SI1,EX,G,GIA," $5,291 ",
507,1.22,Very Good,I,VS2,VG,VG,GIA," $5,979 ",
508,2.37,Very Good,H,VS1,VG,VG,GIA," $25,451 ",
509,0.77,Very Good,G,VS2,EX,EX,GIA," $3,124 ",
510,1.0,Good,H,VS1,VG,VG,GIA," $5,743 ",
511,1.01,Very Good,G,VS1,EX,EX,GIA," $6,936 ",
512,1.03,Very Good,F,SI1,VG,VG,GIA," $5,241 ",
513,0.9,Good,D,SI1,VG,VG,GIA," $4,579 ",
514,1.16,Ideal,F,VS1,EX,EX,GIA," $9,004 ",
515,2.36,Very Good,D,VS2,G,VG,GIA," $30,867 ",
516,1.22,Very Good,G,VS2,G,G,GIA," $8,377 ",
517,1.01,Ideal,G,VS2,EX,EX,GIA," $6,734 ",
518,1.06,Very Good,E,SI1,VG,VG,GIA," $5,328 ",
519,2.47,Ideal,I,VS1,ID,ID,AGSL," $24,667 ",
520,2.24,Ideal,I,VS1,EX,EX,GIA," $20,906 ",
521,1.01,Good,G,SI1,EX,VG,AGSL," $5,073 ",
522,1.01,Fair,G,SI1,VG,G,GIA," $4,646 ",
523,1.2,Very Good,E,SI1,G,VG,GIA," $6,809 ",
524,1.66,Ideal,G,VVS2,ID,ID,AGSL," $16,893 ",
525,1.03,Ideal,I,VS1,ID,ID,AGSL," $5,181 ",
526,0.94,Good,H,SI1,VG,G,GIA," $3,528 ",
527,2.08,Ideal,H,VS2,EX,EX,GIA," $22,434 ",
528,0.9,Good,F,SI1,VG,VG,GIA," $3,842 ",
529,1.51,Ideal,I,VS2,EX,VG,AGSL," $9,090 ",
530,1.5,Very Good,I,VS2,VG,VG,GIA," $9,118 ",
531,0.77,Very Good,G,VS1,VG,G,GIA," $2,986 ",
532,1.71,Ideal,D,IF,VG,VG,GIA," $39,027 ",
533,1.02,Good,G,IF,EX,G,GIA," $8,215 ",
534,1.51,Good,I,VS1,G,VG,GIA," $9,581 ",
535,0.9,Fair,E,SI1,EX,EX,GIA," $4,034 ",
536,1.7,Very Good,G,VS2,G,G,GIA," $15,767 ",
537,1.32,Very Good,H,SI1,VG,VG,GIA," $7,389 ",
538,0.91,Very Good,F,SI1,VG,G,GIA," $4,049 ",
539,1.02,Ideal,G,VS2,VG,VG,GIA," $6,845 ",
540,1.0,Very Good,D,SI1,VG,VG,GIA," $5,755 ",
541,1.59,Ideal,D,SI1,EX,VG,GIA," $13,600 ",
542,2.02,Good,I,VS1,VG,G,GIA," $17,470 ",
543,2.01,Very Good,H,VS1,G,G,GIA," $20,940 ",
544,2.01,Very Good,G,SI1,EX,VG,GIA," $19,347 ",
545,1.22,Signature-Ideal,G,VS1,EX,EX,GIA," $10,572 ",
546,2.01,Good,D,VS1,G,G,GIA," $35,992 ",
547,1.01,Very Good,E,IF,VG,VG,GIA," $11,042 ",
548,0.9,Ideal,I,VS1,ID,ID,AGSL," $4,093 ",
549,1.64,Ideal,F,VS2,ID,ID,AGSL," $15,458 ",
550,1.01,Very Good,G,VS2,VG,VG,GIA," $5,777 ",
551,1.22,Ideal,H,VVS2,ID,ID,AGSL," $8,014 ",
552,1.52,Ideal,H,VS2,ID,ID,AGSL," $11,896 ",
553,1.58,Ideal,G,IF,EX,VG,GIA," $17,329 ",
554,2.53,Good,H,SI1,VG,VG,GIA," $24,795 ",
555,1.5,Ideal,D,SI1,VG,VG,GIA," $12,206 ",
556,1.01,Very Good,F,SI1,G,VG,GIA," $5,107 ",
557,2.02,Very Good,G,VS1,G,G,GIA," $28,469 ",
558,2.09,Ideal,D,VS1,ID,ID,AGSL," $40,503 ",
559,2.02,Ideal,I,VVS2,EX,EX,GIA," $22,984 ",
560,1.2,Ideal,E,VS2,EX,VG,GIA," $7,966 ",
561,2.5,Very Good,F,VS2,VG,G,GIA," $40,046 ",
562,1.51,Ideal,E,VVS1,EX,VG,GIA," $24,608 ",
563,2.08,Very Good,H,VS2,EX,VG,GIA," $20,379 ",
564,1.12,Very Good,I,VS2,G,VG,GIA," $4,914 ",
565,1.54,Ideal,I,VS2,VG,EX,GIA," $9,600 ",
566,1.04,Ideal,G,VVS2,ID,ID,AGSL," $8,207 ",
567,1.0,Fair,E,SI1,VG,G,GIA," $4,844 ",
568,1.01,Ideal,G,VS2,EX,EX,GIA," $6,587 ",
569,1.08,Signature-Ideal,H,SI1,ID,ID,AGSL," $6,426 ",
570,0.9,Good,F,VVS2,EX,VG,GIA," $5,480 ",
571,1.5,Very Good,E,VS2,VG,EX,GIA," $14,592 ",
572,1.06,Very Good,H,SI1,G,VG,GIA," $4,878 ",
573,1.03,Very Good,F,VS2,VG,VG,GIA," $6,809 ",
574,1.12,Signature-Ideal,G,VS2,EX,EX,GIA," $8,189 ",
575,1.03,Very Good,G,VS1,VG,VG,GIA," $6,487 ",
576,1.02,Very Good,E,IF,VG,G,GIA," $10,029 ",
577,2.05,Very Good,G,VS1,EX,EX,GIA," $27,181 ",
578,0.9,Fair,H,VVS2,VG,G,GIA," $4,447 ",
579,0.91,Very Good,H,SI1,VG,VG,GIA," $3,710 ",
580,0.79,Very Good,D,SI1,G,VG,GIA," $3,432 ",
581,2.14,Ideal,G,VVS1,EX,EX,GIA," $33,956 ",
582,2.11,Ideal,F,VS2,EX,EX,GIA," $31,200 ",
583,1.01,Very Good,F,SI1,EX,VG,GIA," $5,886 ",
584,1.5,Very Good,H,VVS2,EX,EX,GIA," $11,052 ",
585,1.04,Ideal,H,VVS2,EX,EX,GIA," $6,990 ",
586,2.02,Good,F,VVS1,VG,VG,GIA," $37,083 ",
587,1.6,Ideal,G,VVS2,VG,EX,GIA," $16,575 ",
588,1.05,Ideal,G,VVS2,EX,EX,GIA," $8,436 ",
589,1.12,Ideal,H,VS1,VG,EX,GIA," $6,309 ",
590,1.03,Very Good,D,VS1,VG,VG,GIA," $8,437 ",
591,0.9,Fair,D,SI1,EX,EX,GIA," $4,537 ",
592,2.02,Very Good,E,VVS1,VG,VG,GIA," $46,666 ",
593,1.21,Ideal,D,VVS2,VG,VG,GIA," $14,691 ",
594,1.06,Ideal,F,VVS2,ID,ID,AGSL," $9,547 ",
595,1.09,Very Good,D,SI1,VG,VG,GIA," $6,438 ",
596,0.9,Good,I,VVS1,EX,EX,GIA," $3,972 ",
597,1.12,Ideal,G,VS1,EX,EX,GIA," $8,394 ",
598,1.3,Ideal,G,IF,VG,VG,GIA," $12,098 ",
599,2.03,Very Good,I,SI1,EX,EX,GIA," $16,693 ",
600,1.01,Very Good,H,VS2,VG,VG,GIA," $5,967 ",
601,2.02,Good,F,VS1,VG,VG,GIA," $25,804 ",
602,0.93,Very Good,G,SI1,VG,EX,GIA," $4,513 ",
603,1.27,Ideal,I,VS2,EX,VG,GIA," $6,118 ",
604,1.06,Ideal,D,VS2,EX,EX,GIA," $8,143 ",
605,1.1,Very Good,H,VS2,VG,VG,GIA," $5,817 ",
606,1.72,Very Good,F,VS2,VG,G,GIA," $17,578 ",
607,1.51,Very Good,F,VVS2,VG,VG,GIA," $16,716 ",
608,0.76,Ideal,I,VS2,EX,EX,GIA," $3,577 ",
609,1.02,Ideal,H,VS2,EX,VG,GIA," $5,934 ",
610,1.5,Very Good,I,VS2,VG,G,GIA," $9,250 ",
611,0.91,Ideal,G,SI1,EX,EX,GIA," $4,922 ",
612,1.0,Good,H,VS1,EX,G,GIA," $5,625 ",
613,0.77,Ideal,H,VS2,EX,EX,GIA," $3,996 ",
614,1.21,Ideal,F,VVS1,VG,VG,GIA," $12,230 ",
615,1.0,Good,F,IF,G,G,GIA," $8,903 ",
616,1.26,Good,E,VVS1,VG,VG,GIA," $11,452 ",
617,0.77,Very Good,D,SI1,VG,EX,GIA," $3,166 ",
618,1.56,Ideal,G,VS2,ID,ID,AGSL," $13,628 ",
619,1.62,Ideal,G,VS2,ID,ID,AGSL," $14,777 ",
620,1.14,Ideal,F,VVS2,VG,EX,GIA," $10,602 ",
621,2.15,Ideal,G,VS2,EX,EX,GIA," $28,837 ",
622,1.0,Very Good,F,VS1,EX,EX,GIA," $7,350 ",
623,1.2,Very Good,H,VS2,VG,EX,GIA," $6,591 ",
624,0.9,Very Good,H,VVS2,EX,VG,GIA," $4,637 ",
625,2.01,Ideal,F,SI1,EX,EX,GIA," $22,373 ",
626,1.1,Ideal,H,SI1,G,G,GIA," $5,370 ",
627,1.5,Very Good,I,SI1,EX,VG,GIA," $8,695 ",
628,1.0,Good,D,SI1,VG,G,GIA," $5,546 ",
629,1.02,Very Good,F,VS2,VG,VG,GIA," $6,407 ",
630,1.52,Good,G,VS1,VG,G,GIA," $13,155 ",
631,0.9,Very Good,H,VS2,EX,VG,GIA," $4,588 ",
632,1.24,Ideal,H,VS1,EX,EX,GIA," $10,006 ",
633,1.52,Ideal,F,VVS2,EX,VG,GIA," $17,914 ",
634,1.07,Signature-Ideal,G,VS1,ID,ID,AGSL," $8,456 ",
635,0.81,Ideal,E,SI1,VG,G,GIA," $3,413 ",
636,2.03,Ideal,H,VS1,EX,EX,GIA," $26,148 ",
637,2.62,Ideal,I,VVS1,EX,EX,GIA," $31,254 ",
638,1.21,Good,I,SI1,G,VG,GIA," $5,452 ",
639,2.03,Very Good,F,IF,VG,VG,GIA," $39,605 ",
640,1.58,Signature-Ideal,I,SI1,ID,ID,AGSL," $11,110 ",
641,1.06,Ideal,D,VVS2,EX,EX,GIA," $11,837 ",
642,2.01,Very Good,G,VVS2,EX,EX,GIA," $27,136 ",
643,0.9,Very Good,D,VS1,VG,G,GIA," $5,331 ",
644,1.24,Very Good,I,VS2,VG,VG,GIA," $6,134 ",
645,1.07,Ideal,F,VS2,VG,VG,GIA," $7,441 ",
646,1.01,Good,H,SI1,VG,VG,GIA," $4,553 ",
647,2.68,Ideal,I,SI1,ID,ID,AGSL," $23,354 ",
648,1.01,Ideal,D,VVS1,EX,EX,GIA," $12,065 ",
649,1.11,Signature-Ideal,I,VS2,ID,ID,AGSL," $6,395 ",
650,1.05,Signature-Ideal,I,VS2,EX,EX,GIA," $5,697 ",
651,1.28,Very Good,G,VVS1,ID,ID,AGSL," $11,214 ",
652,1.01,Ideal,F,VS2,ID,ID,AGSL," $7,014 ",
653,1.22,Ideal,G,SI1,VG,VG,GIA," $6,867 ",
654,1.2,Ideal,G,VS2,ID,ID,AGSL," $8,040 ",
655,1.11,Ideal,I,SI1,VG,VG,GIA," $4,709 ",
656,0.76,Very Good,E,VVS2,VG,VG,GIA," $3,891 ",
657,1.19,Very Good,G,VS1,G,G,GIA," $7,989 ",
658,1.14,Ideal,I,SI1,ID,ID,AGSL," $5,158 ",
659,0.82,Good,G,SI1,EX,VG,AGSL," $2,840 ",
660,1.2,Good,I,VS1,VG,VG,GIA," $6,192 ",
661,2.23,Ideal,D,VS1,EX,EX,GIA," $41,823 ",
662,1.01,Very Good,F,VS2,VG,G,GIA," $6,083 ",
663,1.4,Ideal,G,VVS1,EX,EX,GIA," $15,134 ",
664,2.02,Very Good,E,VS2,EX,G,GIA," $28,648 ",
665,1.19,Very Good,E,SI1,VG,VG,GIA," $5,956 ",
666,2.02,Ideal,H,SI1,VG,VG,GIA," $17,392 ",
667,1.16,Very Good,G,VVS2,EX,VG,GIA," $8,361 ",
668,1.3,Very Good,I,SI1,G,EX,GIA," $6,446 ",
669,0.81,Ideal,G,VVS1,EX,EX,GIA," $4,493 ",
670,2.17,Very Good,H,VS1,EX,EX,AGSL," $24,600 ",
671,1.51,Very Good,H,VS1,VG,VG,GIA," $12,546 ",
672,1.53,Signature-Ideal,H,SI1,EX,EX,GIA," $12,093 ",
673,1.07,Ideal,F,SI1,EX,EX,GIA," $7,286 ",
674,2.01,Very Good,F,VVS2,EX,ID,AGSL," $33,665 ",
675,1.15,Ideal,H,SI1,VG,VG,GIA," $5,372 ",
676,2.08,Very Good,I,VS1,VG,G,GIA," $19,781 ",
677,2.01,Good,G,VS1,VG,G,GIA," $25,796 ",
678,1.35,Ideal,H,VVS1,EX,EX,GIA," $10,639 ",
679,2.08,Ideal,H,VS1,EX,EX,GIA," $25,210 ",
680,2.09,Very Good,E,VVS2,VG,VG,GIA," $38,484 ",
681,1.14,Ideal,F,VS1,EX,EX,GIA," $9,074 ",
682,0.91,Very Good,H,VS1,VG,VG,GIA," $4,370 ",
683,1.5,Fair,I,VS2,VG,G,GIA," $8,999 ",
684,0.81,Very Good,G,VS1,VG,VG,GIA," $3,544 ",
685,2.0,Good,E,SI1,VG,G,GIA," $20,000 ",
686,0.82,Ideal,D,SI1,EX,EX,GIA," $4,113 ",
687,1.02,Ideal,G,VVS2,VG,VG,GIA," $8,335 ",
688,1.03,Ideal,E,VS1,EX,EX,GIA," $8,284 ",
689,1.29,Very Good,G,VVS2,EX,VG,GIA," $10,565 ",
690,1.22,Ideal,I,SI1,EX,EX,GIA," $6,398 ",
691,2.07,Very Good,G,SI1,EX,EX,GIA," $18,945 ",
692,1.06,Ideal,D,SI1,EX,VG,GIA," $6,062 ",
693,2.64,Ideal,G,VS2,VG,EX,GIA," $35,856 ",
694,2.32,Ideal,G,VS1,VG,EX,GIA," $32,502 ",
695,1.14,Ideal,E,VS1,ID,ID,AGSL," $9,079 ",
696,1.5,Very Good,H,SI1,EX,VG,GIA," $9,987 ",
697,0.78,Ideal,I,VS2,VG,VG,GIA," $2,652 ",
698,0.9,Fair,E,SI1,EX,VG,GIA," $4,220 ",
699,1.02,Very Good,G,VVS2,EX,VG,GIA," $7,724 ",
700,1.04,Ideal,F,SI1,G,G,GIA," $5,145 ",
701,1.01,Ideal,F,SI1,VG,VG,GIA," $5,812 ",
702,1.5,Very Good,H,VS1,EX,VG,GIA," $12,723 ",
703,0.91,Ideal,F,VS2,VG,VG,GIA," $5,261 ",
704,0.91,Very Good,D,SI1,VG,VG,GIA," $4,523 ",
705,1.03,Ideal,G,VS1,ID,ID,AGSL," $7,119 ",
706,1.11,Ideal,F,VS2,EX,EX,GIA," $7,473 ",
707,2.08,Very Good,H,SI1,G,G,GIA," $17,469 ",
708,0.83,Very Good,D,SI1,VG,VG,GIA," $3,515 ",
709,0.94,Very Good,G,VS2,VG,G,AGSL," $4,488 ",
710,1.17,Ideal,H,VS2,VG,EX,GIA," $6,324 ",
711,1.69,Ideal,G,SI1,EX,EX,GIA," $13,534 ",
712,0.83,Signature-Ideal,F,SI1,EX,EX,GIA," $4,009 ",
713,1.0,Good,F,VVS1,G,G,GIA," $8,401 ",
714,0.76,Very Good,D,VVS2,VG,VG,GIA," $4,125 ",
715,1.04,Signature-Ideal,D,VS1,ID,ID,AGSL," $10,625 ",
716,1.21,Very Good,I,VVS2,VG,VG,GIA," $6,679 ",
717,1.3,Very Good,E,VVS2,EX,EX,GIA," $13,329 ",
718,1.61,Good,F,SI1,VG,VG,GIA," $11,422 ",
719,2.02,Good,H,VS2,EX,VG,GIA," $19,940 ",
720,1.01,Very Good,G,VVS2,EX,EX,GIA," $7,439 ",
721,0.91,Ideal,I,VS2,ID,ID,AGSL," $4,199 ",
722,2.0,Good,H,VS2,VG,G,GIA," $20,688 ",
723,1.63,Signature-Ideal,H,VS1,EX,EX,GIA," $14,261 ",
724,1.54,Ideal,F,SI1,ID,ID,AGSL," $12,227 ",
725,1.01,Ideal,F,SI1,EX,EX,GIA," $5,582 ",
726,0.75,Very Good,E,VVS1,EX,VG,GIA," $4,889 ",
727,2.17,Very Good,F,VS1,VG,VG,GIA," $35,522 ",
728,1.72,Ideal,D,IF,EX,VG,GIA," $38,080 ",
729,1.03,Ideal,E,SI1,EX,VG,GIA," $5,411 ",
730,2.28,Ideal,F,VS2,EX,EX,GIA," $35,588 ",
731,1.08,Ideal,G,VS2,G,G,GIA," $6,855 ",
732,1.41,Very Good,F,VS2,VG,G,GIA," $11,298 ",
733,1.27,Very Good,I,SI1,G,VG,GIA," $5,953 ",
734,1.21,Very Good,I,SI1,EX,VG,GIA," $5,245 ",
735,1.03,Good,D,SI1,G,VG,GIA," $5,526 ",
736,0.75,Fair,G,VS2,VG,VG,GIA," $2,967 ",
737,1.04,Ideal,G,VS2,EX,EX,GIA," $6,529 ",
738,0.77,Very Good,H,SI1,VG,VG,GIA," $2,830 ",
739,1.14,Ideal,F,VS2,ID,ID,AGSL," $8,017 ",
740,2.0,Ideal,G,VS1,EX,EX,GIA," $27,835 ",
741,1.02,Very Good,E,SI1,G,G,GIA," $4,813 ",
742,1.05,Ideal,F,VS2,EX,EX,GIA," $7,639 ",
743,2.01,Very Good,G,VS1,VG,VG,GIA," $21,524 ",
744,2.01,Good,H,SI1,EX,VG,GIA," $16,737 ",
745,1.34,Very Good,G,VS1,VG,VG,GIA," $10,197 ",
746,1.16,Ideal,F,VS2,VG,VG,GIA," $9,432 ",
747,1.29,Ideal,H,SI1,VG,EX,GIA," $7,513 ",
748,0.87,Signature-Ideal,F,SI1,ID,ID,AGSL," $4,188 ",
749,1.23,Ideal,I,SI1,ID,ID,AGSL," $5,840 ",
750,1.1,Signature-Ideal,D,VS1,ID,ID,AGSL," $11,227 ",
751,2.01,Ideal,G,VS2,EX,VG,GIA," $26,069 ",
752,1.05,Very Good,H,VS2,VG,EX,GIA," $5,236 ",
753,0.9,Ideal,H,VVS2,EX,VG,GIA," $4,770 ",
754,1.01,Ideal,H,SI1,ID,ID,AGSL," $5,387 ",
755,2.46,Very Good,I,SI1,EX,EX,AGSL," $21,865 ",
756,1.11,Good,F,SI1,EX,VG,GIA," $5,602 ",
757,2.54,Very Good,H,VS2,EX,EX,GIA," $30,286 ",
758,1.25,Ideal,D,VS1,EX,VG,GIA," $10,441 ",
759,0.77,Very Good,F,VS1,VG,G,GIA," $3,350 ",
760,1.61,Ideal,I,VS2,EX,VG,GIA," $11,826 ",
761,1.21,Very Good,H,VS1,EX,VG,GIA," $7,610 ",
762,0.8,Ideal,I,VS1,VG,EX,GIA," $2,906 ",
763,0.91,Very Good,D,VS2,G,EX,GIA," $5,034 ",
764,0.9,Very Good,I,VS2,VG,G,GIA," $3,443 ",
765,1.04,Very Good,H,SI1,VG,G,GIA," $4,791 ",
766,2.03,Good,I,SI1,G,G,GIA," $15,339 ",
767,1.0,Very Good,F,VVS2,EX,VG,GIA," $8,555 ",
768,1.51,Good,I,VS1,EX,VG,GIA," $8,975 ",
769,1.04,Very Good,F,IF,EX,G,GIA," $10,161 ",
770,1.15,Very Good,F,SI1,ID,EX,AGSL," $6,110 ",
771,1.03,Very Good,G,IF,EX,VG,GIA," $8,601 ",
772,0.9,Very Good,I,SI1,VG,VG,GIA," $3,327 ",
773,1.0,Ideal,F,SI1,EX,EX,GIA," $5,170 ",
774,1.06,Ideal,E,VS2,VG,VG,GIA," $7,275 ",
775,0.92,Ideal,I,SI1,VG,VG,GIA," $3,580 ",
776,1.0,Good,F,VVS2,EX,VG,GIA," $6,937 ",
777,1.57,Ideal,I,VS1,VG,EX,GIA," $10,209 ",
778,2.36,Ideal,I,VS1,VG,VG,GIA," $22,441 ",
779,1.25,Ideal,I,SI1,VG,VG,GIA," $6,206 ",
780,1.18,Ideal,F,VVS2,VG,VG,GIA," $11,573 ",
781,1.59,Ideal,H,SI1,VG,G,GIA," $10,832 ",
782,1.2,Very Good,G,SI1,VG,EX,GIA," $6,287 ",
783,1.58,Ideal,G,SI1,ID,ID,AGSL," $12,975 ",
784,1.52,Good,D,SI1,VG,G,GIA," $11,731 ",
785,1.06,Ideal,G,VVS2,VG,EX,GIA," $8,323 ",
786,2.02,Ideal,D,IF,VG,VG,GIA," $59,282 ",
787,0.97,Very Good,D,SI1,EX,G,GIA," $5,136 ",
788,1.51,Ideal,F,VS2,EX,EX,GIA," $16,337 ",
789,0.76,Very Good,E,SI1,EX,VG,GIA," $2,668 ",
790,1.01,Very Good,F,VS1,EX,EX,GIA," $7,698 ",
791,0.75,Ideal,G,VVS2,ID,ID,AGSL," $3,525 ",
792,0.91,Very Good,E,SI1,VG,EX,GIA," $4,188 ",
793,1.63,Signature-Ideal,H,SI1,ID,ID,AGSL," $12,910 ",
794,1.01,Very Good,F,SI1,EX,EX,GIA," $5,220 ",
795,1.65,Ideal,G,VS1,ID,ID,AGSL," $15,422 ",
796,2.27,Ideal,H,VS1,EX,EX,GIA," $26,443 ",
797,2.31,Ideal,I,VS2,ID,ID,AGSL," $19,872 ",
